2024-12-02 05:02:12.176 -05:00 [INF] Starting!
2024-12-02 05:02:12.287 -05:00 [INF] Final total time elapsed hh:mm:ss.fff: 00:00:00.117
2024-12-02 05:02:12.289 -05:00 [INF] Answer: 0
2024-12-02 05:10:17.720 -05:00 [INF] Starting!
2024-12-02 05:10:17.815 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:32:11.059 -05:00 [INF] Checked: 51, 48 | Currently Line is: false
2024-12-02 05:32:11.059 -05:00 [INF] Checked: 48, 46 | Currently Line is: false
2024-12-02 05:32:11.060 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.060 -05:00 [INF] Checked: 46, 40 | Currently Line is: false
2024-12-02 05:32:11.061 -05:00 [INF] Checked: 40, 39 | Currently Line is: false
2024-12-02 05:32:11.061 -05:00 [INF] Finished line: 243
2024-12-02 05:32:11.062 -05:00 [INF] New elements set: ["21","15","12","10","5","8"]
2024-12-02 05:32:11.062 -05:00 [INF] Starting line: 244
2024-12-02 05:32:11.063 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.063 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.064 -05:00 [INF] Checked: 21, 15 | Currently Line is: false
2024-12-02 05:32:11.064 -05:00 [INF] Checked: 15, 12 | Currently Line is: false
2024-12-02 05:32:11.065 -05:00 [INF] Checked: 12, 10 | Currently Line is: false
2024-12-02 05:32:11.065 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.066 -05:00 [INF] Checked: 10, 5 | Currently Line is: false
2024-12-02 05:32:11.067 -05:00 [INF] Failed on NotAllIncreasingOrDecreasing
2024-12-02 05:32:11.067 -05:00 [INF] Checked: 5, 8 | Currently Line is: false
2024-12-02 05:32:11.068 -05:00 [INF] Finished line: 244
2024-12-02 05:32:11.068 -05:00 [INF] New elements set: ["26","19","13","12","11","9","7","7"]
2024-12-02 05:32:11.069 -05:00 [INF] Starting line: 245
2024-12-02 05:32:11.069 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.070 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.070 -05:00 [INF] Checked: 26, 19 | Currently Line is: false
2024-12-02 05:32:11.071 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.071 -05:00 [INF] Checked: 19, 13 | Currently Line is: false
2024-12-02 05:32:11.072 -05:00 [INF] Checked: 13, 12 | Currently Line is: false
2024-12-02 05:32:11.073 -05:00 [INF] Checked: 12, 11 | Currently Line is: false
2024-12-02 05:32:11.073 -05:00 [INF] Checked: 11, 9 | Currently Line is: false
2024-12-02 05:32:11.074 -05:00 [INF] Checked: 9, 7 | Currently Line is: false
2024-12-02 05:32:11.074 -05:00 [INF] Failed on DiffersByLessThanOne
2024-12-02 05:32:11.075 -05:00 [INF] Checked: 7, 7 | Currently Line is: false
2024-12-02 05:32:11.076 -05:00 [INF] Finished line: 245
2024-12-02 05:32:11.077 -05:00 [INF] New elements set: ["63","56","54","49","45"]
2024-12-02 05:32:11.077 -05:00 [INF] Starting line: 246
2024-12-02 05:32:11.078 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.078 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.079 -05:00 [INF] Checked: 63, 56 | Currently Line is: false
2024-12-02 05:32:11.079 -05:00 [INF] Checked: 56, 54 | Currently Line is: false
2024-12-02 05:32:11.080 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.081 -05:00 [INF] Checked: 54, 49 | Currently Line is: false
2024-12-02 05:32:11.081 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.082 -05:00 [INF] Checked: 49, 45 | Currently Line is: false
2024-12-02 05:32:11.082 -05:00 [INF] Finished line: 246
2024-12-02 05:32:11.083 -05:00 [INF] New elements set: ["38","31","25","23","21","19","13"]
2024-12-02 05:32:11.083 -05:00 [INF] Starting line: 247
2024-12-02 05:32:11.084 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.084 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.085 -05:00 [INF] Checked: 38, 31 | Currently Line is: false
2024-12-02 05:32:11.085 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.086 -05:00 [INF] Checked: 31, 25 | Currently Line is: false
2024-12-02 05:32:11.086 -05:00 [INF] Checked: 25, 23 | Currently Line is: false
2024-12-02 05:32:11.087 -05:00 [INF] Checked: 23, 21 | Currently Line is: false
2024-12-02 05:32:11.087 -05:00 [INF] Checked: 21, 19 | Currently Line is: false
2024-12-02 05:32:11.088 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.088 -05:00 [INF] Checked: 19, 13 | Currently Line is: false
2024-12-02 05:32:11.089 -05:00 [INF] Finished line: 247
2024-12-02 05:32:11.089 -05:00 [INF] New elements set: ["70","63","63","61","60","57","54","56"]
2024-12-02 05:32:11.090 -05:00 [INF] Starting line: 248
2024-12-02 05:32:11.091 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.091 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.092 -05:00 [INF] Checked: 70, 63 | Currently Line is: false
2024-12-02 05:32:11.092 -05:00 [INF] Failed on DiffersByLessThanOne
2024-12-02 05:32:11.093 -05:00 [INF] Checked: 63, 63 | Currently Line is: false
2024-12-02 05:32:11.093 -05:00 [INF] Checked: 63, 61 | Currently Line is: false
2024-12-02 05:32:11.094 -05:00 [INF] Checked: 61, 60 | Currently Line is: false
2024-12-02 05:32:11.095 -05:00 [INF] Checked: 60, 57 | Currently Line is: false
2024-12-02 05:32:11.095 -05:00 [INF] Checked: 57, 54 | Currently Line is: false
2024-12-02 05:32:11.096 -05:00 [INF] Failed on NotAllIncreasingOrDecreasing
2024-12-02 05:32:11.096 -05:00 [INF] Checked: 54, 56 | Currently Line is: false
2024-12-02 05:32:11.097 -05:00 [INF] Finished line: 248
2024-12-02 05:32:11.098 -05:00 [INF] New elements set: ["68","64","63","62","59","59","57"]
2024-12-02 05:32:11.098 -05:00 [INF] Starting line: 249
2024-12-02 05:32:11.099 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.100 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.100 -05:00 [INF] Checked: 68, 64 | Currently Line is: false
2024-12-02 05:32:11.101 -05:00 [INF] Checked: 64, 63 | Currently Line is: false
2024-12-02 05:32:11.101 -05:00 [INF] Checked: 63, 62 | Currently Line is: false
2024-12-02 05:32:11.102 -05:00 [INF] Checked: 62, 59 | Currently Line is: false
2024-12-02 05:32:11.103 -05:00 [INF] Failed on DiffersByLessThanOne
2024-12-02 05:32:11.103 -05:00 [INF] Checked: 59, 59 | Currently Line is: false
2024-12-02 05:32:11.104 -05:00 [INF] Checked: 59, 57 | Currently Line is: false
2024-12-02 05:32:11.105 -05:00 [INF] Finished line: 249
2024-12-02 05:32:11.105 -05:00 [INF] New elements set: ["98","94","91","91","88","85","83","79"]
2024-12-02 05:32:11.106 -05:00 [INF] Starting line: 250
2024-12-02 05:32:11.106 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.107 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.107 -05:00 [INF] Checked: 98, 94 | Currently Line is: false
2024-12-02 05:32:11.108 -05:00 [INF] Checked: 94, 91 | Currently Line is: false
2024-12-02 05:32:11.108 -05:00 [INF] Failed on DiffersByLessThanOne
2024-12-02 05:32:11.109 -05:00 [INF] Checked: 91, 91 | Currently Line is: false
2024-12-02 05:32:11.110 -05:00 [INF] Checked: 91, 88 | Currently Line is: false
2024-12-02 05:32:11.110 -05:00 [INF] Checked: 88, 85 | Currently Line is: false
2024-12-02 05:32:11.111 -05:00 [INF] Checked: 85, 83 | Currently Line is: false
2024-12-02 05:32:11.112 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.112 -05:00 [INF] Checked: 83, 79 | Currently Line is: false
2024-12-02 05:32:11.113 -05:00 [INF] Finished line: 250
2024-12-02 05:32:11.113 -05:00 [INF] New elements set: ["49","51","53","54","57","62","65","71"]
2024-12-02 05:32:11.114 -05:00 [INF] Starting line: 251
2024-12-02 05:32:11.114 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.115 -05:00 [INF] Checked: 49, 51 | Currently Line is: true
2024-12-02 05:32:11.115 -05:00 [INF] Checked: 51, 53 | Currently Line is: true
2024-12-02 05:32:11.116 -05:00 [INF] Checked: 53, 54 | Currently Line is: true
2024-12-02 05:32:11.117 -05:00 [INF] Checked: 54, 57 | Currently Line is: true
2024-12-02 05:32:11.117 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.118 -05:00 [INF] Checked: 57, 62 | Currently Line is: false
2024-12-02 05:32:11.118 -05:00 [INF] Checked: 62, 65 | Currently Line is: false
2024-12-02 05:32:11.119 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.119 -05:00 [INF] Checked: 65, 71 | Currently Line is: false
2024-12-02 05:32:11.120 -05:00 [INF] Finished line: 251
2024-12-02 05:32:11.120 -05:00 [INF] New elements set: ["53","57","63","64","67","71"]
2024-12-02 05:32:11.121 -05:00 [INF] Starting line: 252
2024-12-02 05:32:11.121 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.122 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.122 -05:00 [INF] Checked: 53, 57 | Currently Line is: false
2024-12-02 05:32:11.123 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.123 -05:00 [INF] Checked: 57, 63 | Currently Line is: false
2024-12-02 05:32:11.123 -05:00 [INF] Checked: 63, 64 | Currently Line is: false
2024-12-02 05:32:11.124 -05:00 [INF] Checked: 64, 67 | Currently Line is: false
2024-12-02 05:32:11.124 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.125 -05:00 [INF] Checked: 67, 71 | Currently Line is: false
2024-12-02 05:32:11.125 -05:00 [INF] Finished line: 252
2024-12-02 05:32:11.126 -05:00 [INF] New elements set: ["30","34","35","39","42","43","43"]
2024-12-02 05:32:11.126 -05:00 [INF] Starting line: 253
2024-12-02 05:32:11.127 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.127 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.128 -05:00 [INF] Checked: 30, 34 | Currently Line is: false
2024-12-02 05:32:11.128 -05:00 [INF] Checked: 34, 35 | Currently Line is: false
2024-12-02 05:32:11.129 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.129 -05:00 [INF] Checked: 35, 39 | Currently Line is: false
2024-12-02 05:32:11.129 -05:00 [INF] Checked: 39, 42 | Currently Line is: false
2024-12-02 05:32:11.130 -05:00 [INF] Checked: 42, 43 | Currently Line is: false
2024-12-02 05:32:11.130 -05:00 [INF] Failed on DiffersByLessThanOne
2024-12-02 05:32:11.131 -05:00 [INF] Checked: 43, 43 | Currently Line is: false
2024-12-02 05:32:11.131 -05:00 [INF] Finished line: 253
2024-12-02 05:32:11.132 -05:00 [INF] New elements set: ["69","76","79","79","82","83","87"]
2024-12-02 05:32:11.132 -05:00 [INF] Starting line: 254
2024-12-02 05:32:11.133 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.133 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.134 -05:00 [INF] Checked: 69, 76 | Currently Line is: false
2024-12-02 05:32:11.134 -05:00 [INF] Checked: 76, 79 | Currently Line is: false
2024-12-02 05:32:11.135 -05:00 [INF] Failed on DiffersByLessThanOne
2024-12-02 05:32:11.136 -05:00 [INF] Checked: 79, 79 | Currently Line is: false
2024-12-02 05:32:11.136 -05:00 [INF] Checked: 79, 82 | Currently Line is: false
2024-12-02 05:32:11.137 -05:00 [INF] Checked: 82, 83 | Currently Line is: false
2024-12-02 05:32:11.137 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.138 -05:00 [INF] Checked: 83, 87 | Currently Line is: false
2024-12-02 05:32:11.139 -05:00 [INF] Finished line: 254
2024-12-02 05:32:11.139 -05:00 [INF] New elements set: ["66","66","63","60","60","59","55"]
2024-12-02 05:32:11.139 -05:00 [INF] Starting line: 255
2024-12-02 05:32:11.140 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.140 -05:00 [INF] Failed on DiffersByLessThanOne
2024-12-02 05:32:11.141 -05:00 [INF] Checked: 66, 66 | Currently Line is: false
2024-12-02 05:32:11.141 -05:00 [INF] Failed on NotAllIncreasingOrDecreasing
2024-12-02 05:32:11.142 -05:00 [INF] Checked: 66, 63 | Currently Line is: false
2024-12-02 05:32:11.142 -05:00 [INF] Failed on NotAllIncreasingOrDecreasing
2024-12-02 05:32:11.143 -05:00 [INF] Checked: 63, 60 | Currently Line is: false
2024-12-02 05:32:11.143 -05:00 [INF] Failed on DiffersByLessThanOne
2024-12-02 05:32:11.144 -05:00 [INF] Checked: 60, 60 | Currently Line is: false
2024-12-02 05:32:11.144 -05:00 [INF] Failed on NotAllIncreasingOrDecreasing
2024-12-02 05:32:11.144 -05:00 [INF] Checked: 60, 59 | Currently Line is: false
2024-12-02 05:32:11.145 -05:00 [INF] Failed on NotAllIncreasingOrDecreasing
2024-12-02 05:32:11.145 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.146 -05:00 [INF] Checked: 59, 55 | Currently Line is: false
2024-12-02 05:32:11.146 -05:00 [INF] Finished line: 255
2024-12-02 05:32:11.147 -05:00 [INF] New elements set: ["21","28","31","34","33","34"]
2024-12-02 05:32:11.147 -05:00 [INF] Starting line: 256
2024-12-02 05:32:11.148 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.148 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.149 -05:00 [INF] Checked: 21, 28 | Currently Line is: false
2024-12-02 05:32:11.149 -05:00 [INF] Checked: 28, 31 | Currently Line is: false
2024-12-02 05:32:11.149 -05:00 [INF] Checked: 31, 34 | Currently Line is: false
2024-12-02 05:32:11.150 -05:00 [INF] Failed on NotAllIncreasingOrDecreasing
2024-12-02 05:32:11.150 -05:00 [INF] Checked: 34, 33 | Currently Line is: false
2024-12-02 05:32:11.151 -05:00 [INF] Checked: 33, 34 | Currently Line is: false
2024-12-02 05:32:11.151 -05:00 [INF] Finished line: 256
2024-12-02 05:32:11.152 -05:00 [INF] New elements set: ["85","84","83","80","79","79","79"]
2024-12-02 05:32:11.152 -05:00 [INF] Starting line: 257
2024-12-02 05:32:11.153 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.153 -05:00 [INF] Checked: 85, 84 | Currently Line is: true
2024-12-02 05:32:11.154 -05:00 [INF] Checked: 84, 83 | Currently Line is: true
2024-12-02 05:32:11.154 -05:00 [INF] Checked: 83, 80 | Currently Line is: true
2024-12-02 05:32:11.155 -05:00 [INF] Checked: 80, 79 | Currently Line is: true
2024-12-02 05:32:11.156 -05:00 [INF] Failed on DiffersByLessThanOne
2024-12-02 05:32:11.156 -05:00 [INF] Checked: 79, 79 | Currently Line is: false
2024-12-02 05:32:11.157 -05:00 [INF] Failed on DiffersByLessThanOne
2024-12-02 05:32:11.158 -05:00 [INF] Checked: 79, 79 | Currently Line is: false
2024-12-02 05:32:11.158 -05:00 [INF] Finished line: 257
2024-12-02 05:32:11.159 -05:00 [INF] New elements set: ["62","62","62","59","56"]
2024-12-02 05:32:11.160 -05:00 [INF] Starting line: 258
2024-12-02 05:32:11.162 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.162 -05:00 [INF] Failed on DiffersByLessThanOne
2024-12-02 05:32:11.163 -05:00 [INF] Checked: 62, 62 | Currently Line is: false
2024-12-02 05:32:11.164 -05:00 [INF] Failed on DiffersByLessThanOne
2024-12-02 05:32:11.164 -05:00 [INF] Checked: 62, 62 | Currently Line is: false
2024-12-02 05:32:11.165 -05:00 [INF] Failed on NotAllIncreasingOrDecreasing
2024-12-02 05:32:11.166 -05:00 [INF] Checked: 62, 59 | Currently Line is: false
2024-12-02 05:32:11.166 -05:00 [INF] Failed on NotAllIncreasingOrDecreasing
2024-12-02 05:32:11.167 -05:00 [INF] Checked: 59, 56 | Currently Line is: false
2024-12-02 05:32:11.168 -05:00 [INF] Finished line: 258
2024-12-02 05:32:11.169 -05:00 [INF] New elements set: ["91","90","87","82","79","79"]
2024-12-02 05:32:11.169 -05:00 [INF] Starting line: 259
2024-12-02 05:32:11.170 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.171 -05:00 [INF] Checked: 91, 90 | Currently Line is: true
2024-12-02 05:32:11.171 -05:00 [INF] Checked: 90, 87 | Currently Line is: true
2024-12-02 05:32:11.172 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.173 -05:00 [INF] Checked: 87, 82 | Currently Line is: false
2024-12-02 05:32:11.173 -05:00 [INF] Checked: 82, 79 | Currently Line is: false
2024-12-02 05:32:11.174 -05:00 [INF] Failed on DiffersByLessThanOne
2024-12-02 05:32:11.175 -05:00 [INF] Checked: 79, 79 | Currently Line is: false
2024-12-02 05:32:11.175 -05:00 [INF] Finished line: 259
2024-12-02 05:32:11.176 -05:00 [INF] New elements set: ["61","60","59","55","52"]
2024-12-02 05:32:11.177 -05:00 [INF] Starting line: 260
2024-12-02 05:32:11.177 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.178 -05:00 [INF] Checked: 61, 60 | Currently Line is: true
2024-12-02 05:32:11.178 -05:00 [INF] Checked: 60, 59 | Currently Line is: true
2024-12-02 05:32:11.179 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.180 -05:00 [INF] Checked: 59, 55 | Currently Line is: false
2024-12-02 05:32:11.180 -05:00 [INF] Checked: 55, 52 | Currently Line is: false
2024-12-02 05:32:11.181 -05:00 [INF] Finished line: 260
2024-12-02 05:32:11.181 -05:00 [INF] New elements set: ["71","69","70","72","74","76","79","76"]
2024-12-02 05:32:11.182 -05:00 [INF] Starting line: 261
2024-12-02 05:32:11.183 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.183 -05:00 [INF] Checked: 71, 69 | Currently Line is: true
2024-12-02 05:32:11.184 -05:00 [INF] Failed on NotAllIncreasingOrDecreasing
2024-12-02 05:32:11.184 -05:00 [INF] Checked: 69, 70 | Currently Line is: false
2024-12-02 05:32:11.185 -05:00 [INF] Failed on NotAllIncreasingOrDecreasing
2024-12-02 05:32:11.185 -05:00 [INF] Checked: 70, 72 | Currently Line is: false
2024-12-02 05:32:11.186 -05:00 [INF] Failed on NotAllIncreasingOrDecreasing
2024-12-02 05:32:11.186 -05:00 [INF] Checked: 72, 74 | Currently Line is: false
2024-12-02 05:32:11.187 -05:00 [INF] Failed on NotAllIncreasingOrDecreasing
2024-12-02 05:32:11.187 -05:00 [INF] Checked: 74, 76 | Currently Line is: false
2024-12-02 05:32:11.188 -05:00 [INF] Failed on NotAllIncreasingOrDecreasing
2024-12-02 05:32:11.188 -05:00 [INF] Checked: 76, 79 | Currently Line is: false
2024-12-02 05:32:11.189 -05:00 [INF] Checked: 79, 76 | Currently Line is: false
2024-12-02 05:32:11.189 -05:00 [INF] Finished line: 261
2024-12-02 05:32:11.190 -05:00 [INF] New elements set: ["95","93","92","88","85","84","83","83"]
2024-12-02 05:32:11.191 -05:00 [INF] Starting line: 262
2024-12-02 05:32:11.191 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.192 -05:00 [INF] Checked: 95, 93 | Currently Line is: true
2024-12-02 05:32:11.192 -05:00 [INF] Checked: 93, 92 | Currently Line is: true
2024-12-02 05:32:11.193 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.193 -05:00 [INF] Checked: 92, 88 | Currently Line is: false
2024-12-02 05:32:11.194 -05:00 [INF] Checked: 88, 85 | Currently Line is: false
2024-12-02 05:32:11.195 -05:00 [INF] Checked: 85, 84 | Currently Line is: false
2024-12-02 05:32:11.195 -05:00 [INF] Checked: 84, 83 | Currently Line is: false
2024-12-02 05:32:11.196 -05:00 [INF] Failed on DiffersByLessThanOne
2024-12-02 05:32:11.196 -05:00 [INF] Checked: 83, 83 | Currently Line is: false
2024-12-02 05:32:11.197 -05:00 [INF] Finished line: 262
2024-12-02 05:32:11.198 -05:00 [INF] New elements set: ["86","82","80","77","76","69"]
2024-12-02 05:32:11.199 -05:00 [INF] Starting line: 263
2024-12-02 05:32:11.199 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.200 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.201 -05:00 [INF] Checked: 86, 82 | Currently Line is: false
2024-12-02 05:32:11.201 -05:00 [INF] Checked: 82, 80 | Currently Line is: false
2024-12-02 05:32:11.202 -05:00 [INF] Checked: 80, 77 | Currently Line is: false
2024-12-02 05:32:11.203 -05:00 [INF] Checked: 77, 76 | Currently Line is: false
2024-12-02 05:32:11.204 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.205 -05:00 [INF] Checked: 76, 69 | Currently Line is: false
2024-12-02 05:32:11.205 -05:00 [INF] Finished line: 263
2024-12-02 05:32:11.206 -05:00 [INF] New elements set: ["25","29","31","33","34","34","35","39"]
2024-12-02 05:32:11.207 -05:00 [INF] Starting line: 264
2024-12-02 05:32:11.208 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.209 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.210 -05:00 [INF] Checked: 25, 29 | Currently Line is: false
2024-12-02 05:32:11.211 -05:00 [INF] Checked: 29, 31 | Currently Line is: false
2024-12-02 05:32:11.211 -05:00 [INF] Checked: 31, 33 | Currently Line is: false
2024-12-02 05:32:11.212 -05:00 [INF] Checked: 33, 34 | Currently Line is: false
2024-12-02 05:32:11.212 -05:00 [INF] Failed on DiffersByLessThanOne
2024-12-02 05:32:11.213 -05:00 [INF] Checked: 34, 34 | Currently Line is: false
2024-12-02 05:32:11.213 -05:00 [INF] Checked: 34, 35 | Currently Line is: false
2024-12-02 05:32:11.214 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.214 -05:00 [INF] Checked: 35, 39 | Currently Line is: false
2024-12-02 05:32:11.215 -05:00 [INF] Finished line: 264
2024-12-02 05:32:11.216 -05:00 [INF] New elements set: ["23","23","24","21","20","19","15"]
2024-12-02 05:32:11.216 -05:00 [INF] Starting line: 265
2024-12-02 05:32:11.217 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.217 -05:00 [INF] Failed on DiffersByLessThanOne
2024-12-02 05:32:11.218 -05:00 [INF] Checked: 23, 23 | Currently Line is: false
2024-12-02 05:32:11.218 -05:00 [INF] Checked: 23, 24 | Currently Line is: false
2024-12-02 05:32:11.219 -05:00 [INF] Failed on NotAllIncreasingOrDecreasing
2024-12-02 05:32:11.220 -05:00 [INF] Checked: 24, 21 | Currently Line is: false
2024-12-02 05:32:11.221 -05:00 [INF] Failed on NotAllIncreasingOrDecreasing
2024-12-02 05:32:11.222 -05:00 [INF] Checked: 21, 20 | Currently Line is: false
2024-12-02 05:32:11.222 -05:00 [INF] Failed on NotAllIncreasingOrDecreasing
2024-12-02 05:32:11.223 -05:00 [INF] Checked: 20, 19 | Currently Line is: false
2024-12-02 05:32:11.224 -05:00 [INF] Failed on NotAllIncreasingOrDecreasing
2024-12-02 05:32:11.225 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.225 -05:00 [INF] Checked: 19, 15 | Currently Line is: false
2024-12-02 05:32:11.226 -05:00 [INF] Finished line: 265
2024-12-02 05:32:11.227 -05:00 [INF] New elements set: ["71","75","75","78","79"]
2024-12-02 05:32:11.228 -05:00 [INF] Starting line: 266
2024-12-02 05:32:11.228 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.229 -05:00 [INF] Failed on DiffersByMoreThanThree
2024-12-02 05:32:11.230 -05:00 [INF] Checked: 71, 75 | Currently Line is: false
2024-12-02 05:32:11.230 -05:00 [INF] Failed on DiffersByLessThanOne
2024-12-02 05:32:11.231 -05:00 [INF] Checked: 75, 75 | Currently Line is: false
2024-12-02 05:32:11.232 -05:00 [INF] Checked: 75, 78 | Currently Line is: false
2024-12-02 05:32:11.232 -05:00 [INF] Checked: 78, 79 | Currently Line is: false
2024-12-02 05:32:11.233 -05:00 [INF] Finished line: 266
2024-12-02 05:32:11.233 -05:00 [INF] New elements set: ["88","86","89","89","92"]
2024-12-02 05:32:11.234 -05:00 [INF] Starting line: 267
2024-12-02 05:32:11.234 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.235 -05:00 [INF] Checked: 88, 86 | Currently Line is: true
2024-12-02 05:32:11.235 -05:00 [INF] Failed on NotAllIncreasingOrDecreasing
2024-12-02 05:32:11.236 -05:00 [INF] Checked: 86, 89 | Currently Line is: false
2024-12-02 05:32:11.236 -05:00 [INF] Failed on DiffersByLessThanOne
2024-12-02 05:32:11.237 -05:00 [INF] Checked: 89, 89 | Currently Line is: false
2024-12-02 05:32:11.237 -05:00 [INF] Failed on NotAllIncreasingOrDecreasing
2024-12-02 05:32:11.237 -05:00 [INF] Checked: 89, 92 | Currently Line is: false
2024-12-02 05:32:11.238 -05:00 [INF] Finished line: 267
2024-12-02 05:32:11.238 -05:00 [INF] New elements set: ["35","35","37","40","38","38"]
2024-12-02 05:32:11.239 -05:00 [INF] Starting line: 268
2024-12-02 05:32:11.239 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.240 -05:00 [INF] Failed on DiffersByLessThanOne
2024-12-02 05:32:11.240 -05:00 [INF] Checked: 35, 35 | Currently Line is: false
2024-12-02 05:32:11.241 -05:00 [INF] Checked: 35, 37 | Currently Line is: false
2024-12-02 05:32:11.241 -05:00 [INF] Checked: 37, 40 | Currently Line is: false
2024-12-02 05:32:11.242 -05:00 [INF] Failed on NotAllIncreasingOrDecreasing
2024-12-02 05:32:11.242 -05:00 [INF] Checked: 40, 38 | Currently Line is: false
2024-12-02 05:32:11.243 -05:00 [INF] Failed on DiffersByLessThanOne
2024-12-02 05:32:11.243 -05:00 [INF] Checked: 38, 38 | Currently Line is: false
2024-12-02 05:32:11.244 -05:00 [INF] Finished line: 268
2024-12-02 05:32:11.244 -05:00 [INF] New elements set: ["59","59","58","54","52","48"]
2024-12-02 05:32:11.245 -05:00 [INF] Starting line: 269
2024-12-02 05:32:11.245 -05:00 [INF] NotAllIncreasingOrDecreasing NEW SET
2024-12-02 05:32:11.246 -05:00 [INF] Failed on DiffersByLessThanOne
2024-12-02 05:32:11.246 -05:00 [INF] Checked: 59, 59 | Currently Line is: false
2024-12-02 05:32:11.247 -05:00 [INF] Failed on NotAllIncreasingOrDecreasing
2024-12-02 05:32:11.247 -05:00 [INF] Checked: 59, 58 | Currently Line is: false
